project,file1,file2,label
leet-code,Java/76. Minimum Window Substring.java,Java/Sliding Puzzle.java,1
leet-code,Java/68. Text Justification.java,Java/Search in Rotated Sorted Array.java,0
leet-code,Java/Merge k Sorted Lists.java,Java/[lint]. Merge k Sorted Arrays.java,1
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/76. Minimum Window Substring.java,1
immutables,value-processor/src/org/immutables/value/processor/meta/ValueMirrors.java,value-fixture/src/org/immutables/fixture/nullable/typeuse/TryCustomNullann.java,0
leet-code,Java/1026. Maximum Difference Between Node and Ancestor.java,Java/119. Pascal's Triangle II.java,1
leet-code,Java/Bus Routes.java,Java/Data Stream Median.java,0
leet-code,Java/202. Happy Number.java,Java/Compare Version Numbers.java,1
leet-code,Java/71. Simplify Path.java,Java/The Maze III.java,1
immutables,value-fixture/src/org/immutables/fixture/jackson3/ConstructorJacksonMapped.java,value-fixture/src/nonimmutables/NonUnderscored.java,0
leet-code,Java/Remove Duplicate Letters.java,Java/Two Sum II - Input array is sorted.java,0
leet-code,Java/987. Vertical Order Traversal of a Binary Tree.java,Java/The Maze.java,1
leet-code,Java/692. Top K Frequent Words.java,Java/721. Accounts Merge.java,1
leet-code,Java/40. Combination Sum II.java,Java/Shortest Palindrome.java,1
leet-code,Java/Add Binary.java,Java/Coin Change 2.java,0
leet-code,Java/311. Sparse Matrix Multiplication.java,Java/Bricks Falling When Hit.java,1
leet-code,Java/39. Combination Sum.java,Java/Regular Expression Matching.java,1
leet-code,Java/824. Goat Latin.java,Java/Product of Array Except Self.java,0
leet-code,Java/215. Kth Largest Element in an Array.java,Java/269. Alien Dictionary.java,1
